DATA,ID_ARTICOL,ARTICOL,CANTITATE,VAL_IESIRE_FARA_TVA,VAL_IESIRE_CU_TVA,VAL_INTRARE_CU_TVA,TOTAL_DISCOUNT,RATA_DISCOUNT,ADAOS,STOC_INITIAL,STOC_FINAL,RUPTURA_STOC
13-Oct-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,13,778.95,942.5,679.25,0,0,99.7,276,263,0
14-Oct-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,9,539.26,652.5,470.25,0,0,69.01,263,254,0
15-Oct-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,359.52,435,313.5,0,0,46.02,254,368,0
16-Oct-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,14,838.86,1015,731.5,0,0,107.36,368,354,0
17-Oct-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,299.59,362.5,261.25,0,0,38.34,354,349,0
18-Oct-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,479.36,580,418,0,0,61.36,349,341,0
19-Oct-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,14,838.86,1015,731.5,0,0,107.36,341,327,0
20-Oct-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,479.37,580,418,0,0,61.37,327,319,0
21-Oct-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,17,1018.64,1232.5,888.25,0,0,130.39,319,302,0
22-Oct-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,419.45,507.5,365.75,0,0,53.7,302,300,0
23-Oct-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,359.54,435,313.5,0,0,46.04,300,294,0
24-Oct-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,359.52,435,313.5,0,0,46.02,294,783,0
25-Oct-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,299.62,362.5,261.25,0,0,38.37,783,778,0
26-Oct-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,359.53,435,313.5,0,0,46.03,778,772,0
27-Oct-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,3,179.76,217.5,156.75,0,0,23.01,772,769,0
28-Oct-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,9,539.27,652.5,470.25,0,0,69.02,769,760,0
29-Oct-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,299.59,362.5,261.25,0,0,38.34,760,1055,0
30-Oct-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,719.05,870,627,0,0,92.05,1055,1043,0
31-Oct-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,15,898.8,1087.5,783.75,0,0,115.05,1043,1028,0
01-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,26,1152.84,1394.9,1358.5,490.1,0.351351351,-205.66,1028,1002,0
02-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,27,1197.21,1448.55,1410.75,508.95,0.351351351,-213.54,1002,975,0
03-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,30,1330.19,1609.5,1567.5,565.5,0.351351351,-237.31,975,945,0
04-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,25,1108.5,1341.25,1306.25,471.25,0.351351351,-197.75,945,920,0
05-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,31,1374.6,1663.15,1619.75,584.35,0.351351351,-245.15,920,889,0
06-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,25,1108.51,1341.25,1306.25,471.25,0.351351351,-197.74,889,864,0
07-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,30,1330.22,1609.5,1567.5,565.5,0.351351351,-237.28,864,834,0
08-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,38,1684.97,2038.7,1985.5,716.3,0.351351351,-300.53,834,796,0
09-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,28,1241.49,1502.2,1463,527.8,0.351351351,-221.51,796,768,0
10-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,487.75,590.15,574.75,207.35,0.351351351,-87,768,757,0
11-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,16,709.45,858.4,836,301.6,0.351351351,-126.55,757,741,0
12-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,13,576.44,697.45,679.25,245.05,0.351351351,-102.81,741,878,0
13-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,14,620.75,751.1,731.5,263.9,0.351351351,-110.75,878,864,0
14-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,75,3325.64,4023.75,3918.75,1413.75,0.351351351,-593.11,864,789,0
15-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,60,2660.41,3219,3135,1131,0.351351351,-474.59,789,729,0
16-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,64,2837.8,3433.6,3344,1206.4,0.351351351,-506.2,729,665,0
17-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,41,1818.01,2199.65,2142.25,772.85,0.351351351,-324.24,665,624,0
18-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,37,1640.63,1985.05,1933.25,697.45,0.351351351,-292.62,624,587,0
19-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,19,842.46,1019.35,992.75,358.15,0.351351351,-150.29,587,568,0
20-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,487.73,590.15,574.75,207.35,0.351351351,-87.02,568,557,0
21-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,33,1463.23,1770.45,1724.25,622.05,0.351351351,-261.02,557,524,0
22-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,23,1019.83,1233.95,1201.75,433.55,0.351351351,-181.92,524,501,0
23-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,34,1507.56,1824.1,1776.5,640.9,0.351351351,-268.94,501,467,0
24-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,24,1064.14,1287.6,1254,452.4,0.351351351,-189.86,467,443,0
25-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,23,1019.82,1233.95,1201.75,433.55,0.351351351,-181.93,443,420,0
26-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,532.09,643.8,627,226.2,0.351351351,-94.91,420,608,0
27-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,443.4,536.5,522.5,188.5,0.351351351,-79.1,608,598,0
28-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,15,665.09,804.75,783.75,282.75,0.351351351,-118.66,598,583,0
29-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,29,1285.86,1555.85,1515.25,546.65,0.351351351,-229.39,583,554,0
30-Nov-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,18,798.13,965.7,940.5,339.3,0.351351351,-142.37,554,536,0
01-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,299.58,362.5,261.25,0,0,38.33,536,531,0
02-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,239.69,290,209,0,0,30.69,531,527,0
03-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,359.53,435,313.5,0,0,46.03,527,521,0
04-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,299.6,362.5,261.25,0,0,38.35,521,616,0
05-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,239.68,290,209,0,0,30.68,616,612,0
06-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,419.45,507.5,365.75,0,0,53.7,612,605,0
07-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,419.43,507.5,365.75,0,0,53.68,605,598,0
08-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,479.36,580,418,0,0,61.36,598,590,0
09-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,3,179.76,217.5,156.75,0,0,23.01,590,587,0
10-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,599.18,725,522.5,0,0,76.68,587,1577,0
11-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,299.6,362.5,261.25,0,0,38.35,1577,1572,0
12-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,9,539.24,652.5,470.25,0,0,68.99,1572,1563,0
13-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,13,778.94,942.5,679.25,0,0,99.69,1563,1550,0
14-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,359.51,435,313.5,0,0,46.01,1550,1544,0
15-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,479.37,580,418,0,0,61.37,1544,1536,0
16-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,659.13,797.5,574.75,0,0,84.38,1536,1525,0
17-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,2,119.84,145,104.5,0,0,15.34,1525,1523,0
18-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,479.35,580,418,0,0,61.35,1523,1515,0
19-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,359.52,435,313.5,0,0,46.02,1515,1509,0
20-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,14,838.88,1015,731.5,0,0,107.38,1509,1495,0
21-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,599.19,725,522.5,0,0,76.69,1495,1485,0
22-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,359.52,435,313.5,0,0,46.02,1485,1479,0
23-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,16,958.7,1160,836,0,0,122.7,1479,1463,0
24-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,2,119.84,145,104.5,0,0,15.34,1463,1461,0
25-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,0,0,0,0,0,0,0,1461,1461,0
26-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,0,0,0,0,0,0,0,1461,1461,0
27-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,359.52,435,313.5,0,0,46.02,1461,1455,0
28-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,299.59,362.5,261.25,0,0,38.34,1455,1450,0
29-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,9,539.26,652.5,470.25,0,0,69.01,1450,1441,0
30-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,719.02,870,627,0,0,92.02,1441,1429,0
31-Dec-25,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,419.44,507.5,365.75,0,0,53.69,1429,1422,0
01-Jan-26,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,0,0,0,0,0,0,0,1422,1422,0
02-Jan-26,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,0,0,0,0,0,0,0,1422,1422,0
03-Jan-26,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,13,778.96,942.5,679.25,0,0,99.71,1422,1409,0
