DATA,ID_ARTICOL,ARTICOL,CANTITATE,VAL_IESIRE_FARA_TVA,VAL_IESIRE_CU_TVA,VAL_INTRARE_CU_TVA,TOTAL_DISCOUNT,RATA_DISCOUNT,ADAOS,STOC_INITIAL,STOC_FINAL,RUPTURA_STOC
01-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,0,0,0,0,0,0,0,278,278,0
02-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,0,0,0,0,0,0,0,278,278,0
03-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,647,770,574.75,0,0,72.25,278,267,0
04-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,647.04,770,574.75,0,0,72.29,267,376,0
05-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,588.22,700,522.5,0,0,65.72,376,366,0
06-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,588.2,700,522.5,0,0,65.7,366,356,0
07-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,352.92,420,313.5,0,0,39.42,356,350,0
08-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,235.28,280,209,0,0,26.28,350,346,0
09-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,647.04,770,574.75,0,0,72.29,346,335,0
10-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,470.57,560,418,0,0,52.57,335,327,0
11-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,647.07,770,574.75,0,0,72.32,327,316,0
12-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,352.93,420,313.5,0,0,39.43,316,310,0
13-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,411.73,490,365.75,0,0,45.98,310,303,0
14-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,16,941.18,1120,836,0,0,105.18,303,287,0
15-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,14,823.47,980,731.5,0,0,91.97,287,273,0
16-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,411.8,490,365.75,0,0,46.05,273,266,0
17-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,470.58,560,418,0,0,52.58,266,258,0
18-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,13,764.7,910,679.25,0,0,85.45,258,245,0
19-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,9,529.4,630,470.25,0,0,59.15,245,236,0
20-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,411.75,490,365.75,0,0,46,236,229,0
21-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,19,1117.63,1330,992.75,0,0,124.88,229,210,0
22-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,2,117.64,140,104.5,0,0,13.14,210,208,0
23-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,647.04,770,574.75,0,0,72.29,208,197,0
24-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,588.23,700,522.5,0,0,65.73,197,187,0
25-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,294.11,350,261.25,0,0,32.86,187,197,0
26-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,470.57,560,418,0,0,52.57,197,189,0
27-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,235.29,280,209,0,0,26.29,189,185,0
28-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,647.02,770,574.75,0,0,72.27,185,174,0
29-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,235.29,280,209,0,0,26.29,174,170,0
30-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,2,117.64,140,104.5,0,0,13.14,170,168,0
31-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,470.57,560,418,0,0,52.57,168,230,0
01-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.62,497,365.75,0,0,51.87,230,223,0
02-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,715.98,852,627,0,0,88.98,223,211,0
03-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,656.27,781,574.75,0,0,81.52,211,200,0
04-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,9,536.95,639,470.25,0,0,66.7,200,191,0
05-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.61,497,365.75,0,0,51.86,191,184,0
06-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,9,536.95,639,470.25,0,0,66.7,184,175,0
07-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.98,426,313.5,0,0,44.48,175,259,0
08-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.99,426,313.5,0,0,44.49,259,253,0
09-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,13,775.62,923,679.25,0,0,96.37,253,240,0
10-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,13,775.63,923,679.25,0,0,96.38,240,227,0
11-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,13,775.6,923,679.25,0,0,96.35,227,214,0
12-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.63,497,365.75,0,0,51.88,214,206,0
13-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,656.3,781,574.75,0,0,81.55,206,195,0
14-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,238.64,284,209,0,0,29.64,195,261,0
15-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,238.65,284,209,0,0,29.65,261,257,0
16-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,238.64,284,209,0,0,29.64,257,253,0
17-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.63,497,365.75,0,0,51.88,253,246,0
18-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,715.94,852,627,0,0,88.94,246,234,0
19-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.62,497,365.75,0,0,51.87,234,227,0
20-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,9,536.96,639,470.25,0,0,66.71,227,218,0
21-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.98,426,313.5,0,0,44.48,218,232,0
22-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,656.27,781,574.75,0,0,81.52,232,221,0
23-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.63,497,365.75,0,0,51.88,221,214,0
24-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,298.3,355,261.25,0,0,37.05,214,209,0
25-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,596.64,710,522.5,0,0,74.14,209,199,0
26-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.3,568,418,0,0,59.3,199,191,0
27-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,9,536.99,639,470.25,0,0,66.74,191,362,0
28-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.97,426,313.5,0,0,44.47,362,356,0
29-Feb-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.29,568,418,0,0,59.29,356,348,0
01-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.98,426,313.5,0,0,44.48,348,342,0
02-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,14,668.23,795.2,731.5,198.8,0.25,-63.27,342,328,0
03-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,20,954.61,1136,1045,284,0.25,-90.39,328,308,0
04-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,572.78,681.6,627,170.4,0.25,-54.22,308,296,0
05-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,15,715.96,852,783.75,213,0.25,-67.79,296,281,0
06-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,16,763.69,908.8,836,227.2,0.25,-72.31,281,265,0
07-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,15,715.95,852,783.75,213,0.25,-67.8,265,250,0
08-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,525.04,624.8,574.75,156.2,0.25,-49.71,250,239,0
09-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,19,906.87,1079.2,992.75,269.8,0.25,-85.88,239,220,0
10-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,23,1097.78,1306.4,1201.75,326.6,0.25,-103.97,220,197,0
11-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,15,715.96,852,783.75,213,0.25,-67.79,197,182,0
12-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,15,715.97,852,783.75,213,0.25,-67.78,182,367,0
13-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,13,620.49,738.4,679.25,184.6,0.25,-58.76,367,354,0
14-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,24,1145.54,1363.2,1254,340.8,0.25,-108.46,354,330,0
15-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,17,811.4,965.6,888.25,241.4,0.25,-76.85,330,313,0
16-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,20,954.64,1136,1045,284,0.25,-90.36,313,293,0
17-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,29,1384.15,1647.2,1515.25,411.8,0.25,-131.1,293,264,0
18-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,525.03,624.8,574.75,156.2,0.25,-49.72,264,253,0
19-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,14,668.23,795.2,731.5,198.8,0.25,-63.27,253,239,0
20-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,17,811.4,965.6,888.25,241.4,0.25,-76.85,239,294,0
21-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,572.77,681.6,627,170.4,0.25,-54.23,294,282,0
22-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,9,429.57,511.2,470.25,127.8,0.25,-40.68,282,273,0
23-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,23,1097.81,1306.4,1201.75,340.8,0.260869565,-103.94,273,250,0
24-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,17,811.44,965.6,888.25,241.4,0.25,-76.81,250,233,0
25-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,18,859.13,1022.4,940.5,255.6,0.25,-81.37,233,215,0
26-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,525.03,624.8,574.75,156.2,0.25,-49.72,215,204,0
27-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,19,906.92,1079.2,992.75,269.8,0.25,-85.83,204,205,0
28-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,572.8,681.6,627,170.4,0.25,-54.2,205,193,0
29-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,13,620.49,738.4,679.25,184.6,0.25,-58.76,193,180,0
30-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,17,811.41,965.6,888.25,241.4,0.25,-76.84,180,163,0
31-Mar-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,21,1002.32,1192.8,1097.25,298.2,0.25,-94.93,163,142,0
01-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.97,426,313.5,0,0,44.47,142,136,0
02-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.98,426,313.5,0,0,44.48,136,130,0
03-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,9,536.98,639,470.25,0,0,66.73,130,121,0
04-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,238.66,284,209,0,0,29.66,121,207,0
05-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.97,426,313.5,0,0,44.47,207,201,0
06-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.3,568,418,0,0,59.3,201,193,0
07-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,596.63,710,522.5,0,0,74.13,193,183,0
08-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.98,426,313.5,0,0,44.48,183,177,0
09-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,596.61,710,522.5,0,0,74.11,177,197,0
10-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.64,497,365.75,0,0,51.89,197,190,0
11-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,9,536.96,639,470.25,0,0,66.71,190,181,0
12-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,238.63,284,209,0,0,29.63,181,177,0
13-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.31,568,418,0,0,59.31,177,169,0
14-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.3,568,418,0,0,59.3,169,161,0
15-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,238.66,284,209,0,0,29.66,161,157,0
16-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,656.27,781,574.75,0,0,81.52,157,146,0
17-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,3,178.99,213,156.75,0,0,22.24,146,146,0
18-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.98,426,313.5,0,0,44.48,146,140,0
19-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.99,426,313.5,0,0,44.49,140,134,0
20-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,596.64,710,522.5,0,0,74.14,134,124,0
21-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,298.31,355,261.25,0,0,37.06,124,119,0
22-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,298.3,355,261.25,0,0,37.05,119,114,0
23-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,238.66,284,209,0,0,29.66,114,110,0
24-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,9,536.94,639,470.25,0,0,66.69,110,201,0
25-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.96,426,313.5,0,0,44.46,201,195,0
26-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.32,568,418,0,0,59.32,195,187,0
27-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.32,568,418,0,0,59.32,187,179,0
28-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,15,894.95,1065,783.75,0,0,111.2,179,164,0
29-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,715.95,852,627,0,0,88.95,164,152,0
30-Apr-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,298.32,355,261.25,0,0,37.07,152,147,0
01-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.28,568,418,0,0,59.28,147,139,0
02-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,596.62,710,522.5,0,0,74.12,139,129,0
03-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.61,497,365.75,0,0,51.86,129,122,0
04-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,3,179,213,156.75,0,0,22.25,122,119,0
05-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,0,0,0,0,0,0,0,119,119,0
06-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,0,0,0,0,0,0,0,119,119,0
07-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,715.97,852,627,0,0,88.97,119,107,0
08-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,596.6,710,522.5,0,0,74.1,107,97,0
09-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.62,497,365.75,0,0,51.87,97,200,0
10-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,596.63,710,522.5,0,0,74.13,200,190,0
11-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,596.62,710,522.5,0,0,74.12,190,180,0
12-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,13,775.61,923,679.25,0,0,96.36,180,167,0
13-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.96,426,313.5,0,0,44.46,167,161,0
14-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,3,179.01,213,156.75,0,0,22.26,161,158,0
15-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,9,536.99,639,470.25,0,0,66.74,158,209,0
16-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,596.61,710,522.5,0,0,74.11,209,199,0
17-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.62,497,365.75,0,0,51.87,199,192,0
18-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,17,1014.27,1207,888.25,0,0,126.02,192,175,0
19-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,596.63,710,522.5,0,0,74.13,175,165,0
20-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,238.65,284,209,0,0,29.65,165,161,0
21-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.33,568,418,0,0,59.33,161,153,0
22-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,656.3,781,574.75,0,0,81.55,153,242,0
23-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.29,568,418,0,0,59.29,242,234,0
24-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,298.31,355,261.25,0,0,37.06,234,229,0
25-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,492.22,585.75,574.75,195.25,0.333333333,-82.53,229,218,0
26-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,16,716,852,836,284,0.333333333,-120,218,202,0
27-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,17,760.75,905.25,888.25,301.75,0.333333333,-127.5,202,185,0
28-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,15,671.24,798.75,783.75,284,0.355555556,-112.51,185,170,0
29-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,20,894.99,1065,1045,355,0.333333333,-150.01,170,410,0
30-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,14,626.49,745.5,731.5,248.5,0.333333333,-105.01,410,396,0
31-May-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,22,984.48,1171.5,1149.5,390.5,0.333333333,-165.02,396,374,0
01-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,15,671.25,798.75,783.75,266.25,0.333333333,-112.5,374,359,0
02-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,15,671.24,798.75,783.75,266.25,0.333333333,-112.51,359,344,0
03-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,16,716,852,836,284,0.333333333,-120,344,328,0
04-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,16,716.03,852,836,284,0.333333333,-119.97,328,312,0
