DATA,BRAND,CANTITATE,VAL_IESIRE_FARA_TVA,VAL_IESIRE_CU_TVA,TOTAL_DISCOUNT,RATA_DISCOUNT,ADAOS,STOC_INITIAL,STOC_FINAL,RUPTURA_STOC
24-Sep-25,LOREAL ROMANIA S.R.L.,324,17587.64,21280.8,1602.7,0.075312018,1068.0608,14254,19803,1
25-Sep-25,LOREAL ROMANIA S.R.L.,348,19374.81,23443.16,1624.84,0.069309769,1324.4799,19803,19449,1
26-Sep-25,LOREAL ROMANIA S.R.L.,345,19534.63,23636.73,1455.27,0.061568161,1370.438,19449,19108,1
27-Sep-25,LOREAL ROMANIA S.R.L.,522,27661.93,33470.54,2233.86,0.06674108,1899.796,19108,18691,1
28-Sep-25,LOREAL ROMANIA S.R.L.,528,29363.11,35528.87,2237.63,0.062980613,2193.95,18691,18163,1
29-Sep-25,LOREAL ROMANIA S.R.L.,308,16378.6,19817.59,1559.41,0.078688176,950.162,18163,17855,1
30-Sep-25,LOREAL ROMANIA S.R.L.,471,25369.34,30696.42,2080.08,0.067762951,1660.6629,17855,17384,1
1-Oct-25,LOREAL ROMANIA S.R.L.,368,19846.03,24013.37,976.13,0.040649438,1803.4698,17384,17396,1
2-Oct-25,LOREAL ROMANIA S.R.L.,291,17005.06,20575.93,701.07,0.034072336,1798.251,17396,17105,1
3-Oct-25,LOREAL ROMANIA S.R.L.,271,14774.8,17877.15,987.35,0.055229721,1149.794,17105,16834,1
4-Oct-25,LOREAL ROMANIA S.R.L.,552,30911.05,37402.14,2176.86,0.058201483,2258.56,16834,16282,1
5-Oct-25,LOREAL ROMANIA S.R.L.,623,36303.63,43926.47,2583.53,0.058814879,2740.6678,16282,15655,1
6-Oct-25,LOREAL ROMANIA S.R.L.,334,18187.38,22006.47,1123.03,0.05103181,1446.379,15655,15329,1
7-Oct-25,LOREAL ROMANIA S.R.L.,222,12313.61,14899.34,707.66,0.047496064,1029.41,15329,15165,1
8-Oct-25,LOREAL ROMANIA S.R.L.,331,18313.05,22158.46,1175.54,0.053051521,1428.035,15165,19423,1
9-Oct-25,LOREAL ROMANIA S.R.L.,383,20416.5,24703.7,1225.31,0.049600262,1623.214,19423,19040,1
10-Oct-25,LOREAL ROMANIA S.R.L.,530,28435.57,34406.48,1779.02,0.051705958,2240.484,19040,18510,1
11-Oct-25,LOREAL ROMANIA S.R.L.,712,32918.23,39830.67,2127.37,0.053410349,2547.5525,18510,17798,1
12-Oct-25,LOREAL ROMANIA S.R.L.,757,33379.38,40388.34,1602.27,0.039671598,3038.2957,17798,17041,1
13-Oct-25,LOREAL ROMANIA S.R.L.,546,24256.73,29350.35,1412.89,0.048138779,2008.2966,17041,16496,1
14-Oct-25,LOREAL ROMANIA S.R.L.,499,21527.23,26047.38,1514.75,0.058153642,1611.3035,16496,16097,1
15-Oct-25,LOREAL ROMANIA S.R.L.,509,19910.04,24091.02,1292.49,0.053650281,1567.8168,16097,17968,1
16-Oct-25,LOREAL ROMANIA S.R.L.,562,22766.69,27547.34,1218.63,0.044237665,2070.9803,17968,21360,1
17-Oct-25,LOREAL ROMANIA S.R.L.,517,21069.86,25494.44,1474.23,0.057825549,1615.5065,21360,20843,1
18-Oct-25,LOREAL ROMANIA S.R.L.,544,27753.08,33580.65,1459.77,0.04347057,2447.7227,20843,20273,1
19-Oct-25,LOREAL ROMANIA S.R.L.,573,30735.1,37189.17,1473.53,0.039622557,2818.8419,20273,19701,1
20-Oct-25,LOREAL ROMANIA S.R.L.,372,20813.86,25184.34,1337.76,0.053118724,1638.192,19701,16090,1
21-Oct-25,LOREAL ROMANIA S.R.L.,370,19952.3,24141.86,1085.34,0.044956768,1752.873,16090,15720,1
22-Oct-25,LOREAL ROMANIA S.R.L.,339,18476.84,22356.54,1079.59,0.048289673,1535.2986,15720,17784,1
23-Oct-25,LOREAL ROMANIA S.R.L.,338,18372.89,22230.81,870.77,0.039169513,1687.6342,17784,17446,1
24-Oct-25,LOREAL ROMANIA S.R.L.,350,20677.93,25020.03,1169.56,0.046744948,1773.9651,17446,18410,1
25-Oct-25,LOREAL ROMANIA S.R.L.,457,25193.7,30483.77,1266.85,0.04155818,2275.5338,18410,17953,1
26-Oct-25,LOREAL ROMANIA S.R.L.,469,26754.01,32372.02,1398.14,0.043189767,2424.5912,17953,17483,1
27-Oct-25,LOREAL ROMANIA S.R.L.,318,18164.84,21979.38,939.28,0.042734599,1604.2384,17483,17162,1
28-Oct-25,LOREAL ROMANIA S.R.L.,273,14331.11,17340.37,743.32,0.042866444,1279.2782,17162,18977,1
29-Oct-25,LOREAL ROMANIA S.R.L.,292,14881.67,18006.53,688.03,0.038210027,1384.3694,18977,23436,1
30-Oct-25,LOREAL ROMANIA S.R.L.,313,17404.58,21059.41,906.18,0.043029696,1521.9692,23436,23139,1
31-Oct-25,LOREAL ROMANIA S.R.L.,364,20374.72,24653.06,1049.51,0.042571186,1914.6996,23139,22775,0
1-Nov-25,LOREAL ROMANIA S.R.L.,519,28315.34,34261.03,2021.47,0.059002021,2140.906,22775,22256,1
2-Nov-25,LOREAL ROMANIA S.R.L.,555,30943.8,37441.55,2514.95,0.067170029,2138.693,22256,21702,1
3-Nov-25,LOREAL ROMANIA S.R.L.,383,21360.25,25845.58,1888.42,0.073065491,1361.911,21702,21300,1
4-Nov-25,LOREAL ROMANIA S.R.L.,335,18214.14,22038.74,1685.96,0.076499836,1142.294,21300,20965,1
5-Nov-25,LOREAL ROMANIA S.R.L.,445,23621.29,28581.31,2404.69,0.084135052,1316.038,20965,22406,0
6-Nov-25,LOREAL ROMANIA S.R.L.,371,19667.21,23796.67,1717.33,0.07216682,1277.8048,22406,22036,1
7-Nov-25,LOREAL ROMANIA S.R.L.,410,21760.57,26329.82,2001.68,0.076023307,1354.044,22036,21626,1
8-Nov-25,LOREAL ROMANIA S.R.L.,564,31769.58,38440.42,2274.38,0.059166367,2434.737,21626,21062,1
9-Nov-25,LOREAL ROMANIA S.R.L.,508,27532.4,33313.79,2359.71,0.070832829,1770.7209,21062,20554,1
10-Nov-25,LOREAL ROMANIA S.R.L.,297,16930.77,20485.94,853.56,0.04166565,1510.966,20554,20256,1
11-Nov-25,LOREAL ROMANIA S.R.L.,355,18274.58,22111.77,1217.22,0.05504851,1440.192,20256,19901,1
12-Nov-25,LOREAL ROMANIA S.R.L.,328,17932.01,21697.6,1532.9,0.070648367,1160.3698,19901,24928,1
13-Nov-25,LOREAL ROMANIA S.R.L.,289,16601.18,20087.02,1463.98,0.072881891,1061.773,24928,24639,0
14-Nov-25,LOREAL ROMANIA S.R.L.,1599,77257.05,93480.28,38919.22,0.416336151,-17360.2361,24639,23039,1
15-Nov-25,LOREAL ROMANIA S.R.L.,1126,58333.33,70581.25,24870.25,0.352363411,-9785.564,23039,21913,1
16-Nov-25,LOREAL ROMANIA S.R.L.,1039,54580.05,66040.05,21180.71,0.320725227,-7756.7688,21913,20874,1
17-Nov-25,LOREAL ROMANIA S.R.L.,879,44315.99,53621.23,19111.19,0.356410884,-7624.7881,20874,19996,1
18-Nov-25,LOREAL ROMANIA S.R.L.,672,34737.2,42031.42,13356.09,0.317764425,-4835.9881,19996,24332,1
19-Nov-25,LOREAL ROMANIA S.R.L.,305,18270.83,22107.28,1088.72,0.049247126,1510.9009,24332,24501,1
20-Nov-25,LOREAL ROMANIA S.R.L.,293,17005.07,20575.82,574.68,0.027929871,1743.673,24501,24208,1
21-Nov-25,LOREAL ROMANIA S.R.L.,310,17029.3,20605.34,1149.66,0.055794275,1337.39,24208,23897,1
22-Nov-25,LOREAL ROMANIA S.R.L.,444,24500.72,29645.69,1074.19,0.036234272,2393.832,23897,23445,1
23-Nov-25,LOREAL ROMANIA S.R.L.,411,24005.26,29046.18,1664.32,0.057299101,1860.74,23445,23034,1
24-Nov-25,LOREAL ROMANIA S.R.L.,308,17103.11,20694.66,1007.34,0.048676325,1432.634,23034,22730,1
25-Nov-25,LOREAL ROMANIA S.R.L.,274,15393.57,18626.11,1044.89,0.056098133,1179.716,22730,22672,1
26-Nov-25,LOREAL ROMANIA S.R.L.,295,17061.76,20644.54,894.46,0.04332671,1538.225,22672,25760,0
27-Nov-25,LOREAL ROMANIA S.R.L.,242,14786.03,17890.97,592.52,0.033118383,1428.875,25760,25518,0
28-Nov-25,LOREAL ROMANIA S.R.L.,274,15659.16,18947.44,927.56,0.048954371,1321.4789,25518,25244,1
29-Nov-25,LOREAL ROMANIA S.R.L.,405,22622.4,27372.96,1086.07,0.039676747,2102.9307,25244,24842,1
30-Nov-25,LOREAL ROMANIA S.R.L.,429,26931.28,32586.67,1325.33,0.040670925,2567.3548,24842,24416,1
1-Dec-25,LOREAL ROMANIA S.R.L.,367,19838.94,24004.97,943.14,0.039289364,1844.721,24416,24049,1
2-Dec-25,LOREAL ROMANIA S.R.L.,315,16960.95,20522.67,718.92,0.03503053,1670.379,24049,23734,1
3-Dec-25,LOREAL ROMANIA S.R.L.,288,14919.53,18052.62,516.99,0.028637948,1514.49,23734,24138,0
4-Dec-25,LOREAL ROMANIA S.R.L.,330,18382.02,22241.84,699.29,0.031440295,1835.5959,24138,25006,1
5-Dec-25,LOREAL ROMANIA S.R.L.,402,22554.29,27290.5,822.64,0.030143823,2251.5469,25006,24632,1
6-Dec-25,LOREAL ROMANIA S.R.L.,414,24276.3,29374.07,886.02,0.030163338,2501.293,24632,24215,1
7-Dec-25,LOREAL ROMANIA S.R.L.,507,27048,32727.62,1079.6,0.032987428,2689.6977,24215,23708,1
8-Dec-25,LOREAL ROMANIA S.R.L.,303,17439.52,21101.6,631.47,0.029925219,1805.8939,23708,23406,1
9-Dec-25,LOREAL ROMANIA S.R.L.,316,16611.84,20100.19,800.15,0.039808081,1596.765,23406,23115,1
10-Dec-25,LOREAL ROMANIA S.R.L.,359,19787.53,23942.75,1060.82,0.044306523,1781.013,23115,30062,1
11-Dec-25,LOREAL ROMANIA S.R.L.,364,19389.62,23461.1,1503.03,0.064064771,1445.983,30062,29698,1
12-Dec-25,LOREAL ROMANIA S.R.L.,399,20981.49,25387.35,1601.26,0.063073145,1520.9299,29698,29299,1
13-Dec-25,LOREAL ROMANIA S.R.L.,628,33144.65,40105.05,2117.62,0.052801829,2700.2348,29299,28671,1
14-Dec-25,LOREAL ROMANIA S.R.L.,586,31086.19,37613.7,1989.03,0.052880466,2545.7049,28671,28085,1
15-Dec-25,LOREAL ROMANIA S.R.L.,485,25646.63,31032.11,1986.88,0.064026584,1898.439,28085,27600,1
16-Dec-25,LOREAL ROMANIA S.R.L.,526,26350.82,31884.14,1766.29,0.055397135,2093.669,27600,27058,1
17-Dec-25,LOREAL ROMANIA S.R.L.,476,24260.97,29355.54,1626.81,0.055417478,1884.306,27058,31978,1
18-Dec-25,LOREAL ROMANIA S.R.L.,607,31434.64,38035.46,1961.74,0.051576608,2564.518,31978,31371,1
19-Dec-25,LOREAL ROMANIA S.R.L.,590,30256.08,36609.63,1941.59,0.053034953,2426.8468,31371,30777,1
20-Dec-25,LOREAL ROMANIA S.R.L.,707,37371.6,45219.63,2099.03,0.046418558,3212.15,30777,30071,1
21-Dec-25,LOREAL ROMANIA S.R.L.,697,38514.74,46602.42,2642.49,0.056702849,3036.856,30071,29376,1
22-Dec-25,LOREAL ROMANIA S.R.L.,604,32546.95,39381.54,1831.56,0.046508085,2774.2688,29376,28770,1
23-Dec-25,LOREAL ROMANIA S.R.L.,554,31615.47,38254.37,2386.92,0.062396009,2408.1008,28770,29433,1
24-Dec-25,LOREAL ROMANIA S.R.L.,253,14583.4,17645.86,988.54,0.056021072,1160.92,29433,29180,1
25-Dec-25,LOREAL ROMANIA S.R.L.,,,,,0,0,29180,29180,0
26-Dec-25,LOREAL ROMANIA S.R.L.,,,,,0,0,29180,29180,0
27-Dec-25,LOREAL ROMANIA S.R.L.,490,27024.86,32699.9,1667.8,0.051003214,2190.8699,29180,28861,1
28-Dec-25,LOREAL ROMANIA S.R.L.,463,25654.6,31041.93,1527.67,0.049213113,2211.4649,28861,28398,1
29-Dec-25,LOREAL ROMANIA S.R.L.,491,26164.34,31658.63,1573.77,0.049710616,2222.796,28398,27907,1
30-Dec-25,LOREAL ROMANIA S.R.L.,528,27832.61,33677.26,1399.04,0.041542572,2556.416,27907,27379,1
31-Dec-25,LOREAL ROMANIA S.R.L.,188,11065.77,13389.5,705.7,0.052705478,941.822,27379,27191,0
1-Jan-26,LOREAL ROMANIA S.R.L.,,,,,0,0,27191,27191,0
2-Jan-26,LOREAL ROMANIA S.R.L.,,,,,0,0,27191,27191,0
3-Jan-26,LOREAL ROMANIA S.R.L.,549,28562.2,34559.74,1925.76,0.055722641,2228.6289,27191,26644,1
