DATA,BRAND,CANTITATE,VAL_IESIRE_FARA_TVA,VAL_IESIRE_CU_TVA,TOTAL_DISCOUNT,RATA_DISCOUNT,ADAOS,STOC_INITIAL,STOC_FINAL,RUPTURA_STOC
12-Feb-25,LOREAL ROMANIA S.R.L.,561,29423.52,35013.61,3034.53,0.086667156,1884.648,19951,19395,1
13-Feb-25,LOREAL ROMANIA S.R.L.,600,30272.7,36023.85,2947.96,0.081833563,1840.08,19395,23145,1
14-Feb-25,LOREAL ROMANIA S.R.L.,698,37169.59,44231.61,6241.42,0.141107683,238.533,23145,22448,1
15-Feb-25,LOREAL ROMANIA S.R.L.,952,51414.27,61182.35,7851.65,0.128331945,980.538,22448,21496,1
16-Feb-25,LOREAL ROMANIA S.R.L.,838,44792.9,53302.97,6916.53,0.129758811,825.37,21496,20658,1
17-Feb-25,LOREAL ROMANIA S.R.L.,500,26261.75,31250.77,4484.73,0.143507824,58.221,20658,20157,1
18-Feb-25,LOREAL ROMANIA S.R.L.,520,27582.75,32823.11,4457.89,0.135815588,362.158,20157,19665,1
19-Feb-25,LOREAL ROMANIA S.R.L.,582,30897.65,36768.1,4858.4,0.132136281,439.879,19665,21301,1
20-Feb-25,LOREAL ROMANIA S.R.L.,630,34933.82,41570.78,6971.62,0.167704816,-324.258,21301,20659,1
21-Feb-25,LOREAL ROMANIA S.R.L.,628,34901.02,41531.53,6707.97,0.161515119,38.79,20659,20031,1
22-Feb-25,LOREAL ROMANIA S.R.L.,956,51522.95,61311.06,10620.5,0.173223232,-268.9601,20031,19076,1
23-Feb-25,LOREAL ROMANIA S.R.L.,1003,53653.05,63846.19,9805.31,0.153577058,230.342,19076,18073,1
24-Feb-25,LOREAL ROMANIA S.R.L.,497,25837.49,30746.44,4218.06,0.137188566,253.256,18073,17575,1
25-Feb-25,LOREAL ROMANIA S.R.L.,665,38314.91,45594.69,6093.81,0.133651748,404.676,17575,20504,1
26-Feb-25,LOREAL ROMANIA S.R.L.,666,35789.56,42589.5,5533.29,0.12992146,622.426,20504,19838,1
27-Feb-25,LOREAL ROMANIA S.R.L.,650,33567.61,39945.46,5496.04,0.137588602,-418.746,19838,19188,1
28-Feb-25,LOREAL ROMANIA S.R.L.,1462,80792.01,96140.63,5639.57,0.058659591,1791.194,19188,18526,1
1-Mar-25,LOREAL ROMANIA S.R.L.,656,39447.3,46942.13,3352.37,0.071414953,2772.507,18526,17870,1
2-Mar-25,LOREAL ROMANIA S.R.L.,731,43235.33,51449.78,3980.22,0.077361264,2853.956,17870,17139,1
3-Mar-25,LOREAL ROMANIA S.R.L.,443,26819.76,31915.51,2960.99,0.092775895,1408.016,17139,16696,1
4-Mar-25,LOREAL ROMANIA S.R.L.,400,23874.82,28410.74,2376.63,0.08365252,1472.536,16696,16296,1
5-Mar-25,LOREAL ROMANIA S.R.L.,458,27091.4,32239.01,2703.99,0.083873233,1651.74,16296,20866,1
6-Mar-25,LOREAL ROMANIA S.R.L.,583,34923.36,41558.51,4629.5,0.11139716,1178.926,20866,20263,1
7-Mar-25,LOREAL ROMANIA S.R.L.,624,38010.39,45232.31,3940.19,0.087110077,2204.716,20263,19639,1
8-Mar-25,LOREAL ROMANIA S.R.L.,691,44609,53084.27,4889.72,0.092112409,2349.426,19639,18948,1
9-Mar-25,LOREAL ROMANIA S.R.L.,673,39637.04,47168.07,3345.93,0.070936335,2754.29,18948,18276,1
10-Mar-25,LOREAL ROMANIA S.R.L.,484,28642.58,34084.64,3383.05,0.099254386,1257.5,18276,17793,1
11-Mar-25,LOREAL ROMANIA S.R.L.,461,27534.69,32766.09,2724.91,0.083162501,1603.152,17793,17338,1
12-Mar-25,LOREAL ROMANIA S.R.L.,524,29933.51,35620.72,2635.28,0.07398166,2019.316,17338,20094,1
13-Mar-25,LOREAL ROMANIA S.R.L.,446,25947.24,30877.16,2701.74,0.087499628,1360.78,20094,19646,1
14-Mar-25,LOREAL ROMANIA S.R.L.,646,37232.57,44306.82,3496.59,0.078917647,2292.572,19646,19000,1
15-Mar-25,LOREAL ROMANIA S.R.L.,691,40300.04,47956.67,4027.83,0.083988943,2315.712,19000,18309,1
16-Mar-25,LOREAL ROMANIA S.R.L.,775,45939.28,54667.62,4021.88,0.073569693,3134.452,18309,17534,1
17-Mar-25,LOREAL ROMANIA S.R.L.,438,25197.05,29984.55,2858.47,0.095331429,1152.8288,17534,17225,1
18-Mar-25,LOREAL ROMANIA S.R.L.,481,28104.29,33443.88,2740.12,0.081931881,1607.456,17225,16775,1
19-Mar-25,LOREAL ROMANIA S.R.L.,458,26492.36,31525.92,2945.07,0.093417417,1214.542,16775,19994,1
20-Mar-25,LOREAL ROMANIA S.R.L.,448,26358.78,31366.85,2269.65,0.072358238,1775.0906,19994,18411,1
21-Mar-25,LOREAL ROMANIA S.R.L.,432,25713.62,30599.38,2539.62,0.082995799,1455.2312,18411,18193,1
22-Mar-25,LOREAL ROMANIA S.R.L.,618,37865.18,45059.35,3128.17,0.069423327,2707.5224,18193,17575,1
23-Mar-25,LOREAL ROMANIA S.R.L.,652,38106.79,45347.33,3496.69,0.07710906,2399.1332,17575,16924,1
24-Mar-25,LOREAL ROMANIA S.R.L.,423,25696.92,30579.03,2254.38,0.073723071,1707.1596,16924,16388,1
25-Mar-25,LOREAL ROMANIA S.R.L.,402,23531.75,28002.66,2014.34,0.071933881,1555.08,16388,14889,1
26-Mar-25,LOREAL ROMANIA S.R.L.,334,19878.81,23655.7,1933.8,0.081747739,1209.5712,14889,15085,0
27-Mar-25,LOREAL ROMANIA S.R.L.,387,23409.43,27856.95,2606.05,0.09355116,1101.7678,15085,20889,1
28-Mar-25,LOREAL ROMANIA S.R.L.,370,21274.12,25316.39,2346.61,0.092691336,1092.6712,20889,20519,1
29-Mar-25,LOREAL ROMANIA S.R.L.,523,31946.71,38016.73,3492.77,0.091874551,1566.2518,20519,19996,1
30-Mar-25,LOREAL ROMANIA S.R.L.,609,36507.39,43443.67,3398.83,0.078235333,2200.706,19996,19387,1
31-Mar-25,LOREAL ROMANIA S.R.L.,387,22221.77,26443.64,2133.76,0.080690858,1389.686,19387,19030,1
1-Apr-25,LOREAL ROMANIA S.R.L.,382,22304.18,26541.8,2165.08,0.081572463,1380.926,19030,18647,1
2-Apr-25,LOREAL ROMANIA S.R.L.,416,23418.59,27867.79,2329.71,0.083598664,1415.3812,18647,21375,0
3-Apr-25,LOREAL ROMANIA S.R.L.,412,24360.61,28989.11,2384.89,0.082268479,1457.7206,21375,20972,1
4-Apr-25,LOREAL ROMANIA S.R.L.,473,26296.69,31292.96,2918.04,0.093249089,1433.67,20972,20499,1
5-Apr-25,LOREAL ROMANIA S.R.L.,679,40193.28,47829.24,3702.26,0.077405788,2657.8564,20499,19822,1
6-Apr-25,LOREAL ROMANIA S.R.L.,607,35593.73,42355.99,3488.01,0.082349864,2395.6076,19822,19215,1
7-Apr-25,LOREAL ROMANIA S.R.L.,433,25268.83,30069.99,2629.01,0.087429693,1495.666,19215,18762,1
8-Apr-25,LOREAL ROMANIA S.R.L.,468,26028.68,30974.11,3016.39,0.097384235,1311.5212,18762,18360,1
9-Apr-25,LOREAL ROMANIA S.R.L.,472,26420.99,31440.87,2284.13,0.072648435,1837.0662,18360,22290,1
10-Apr-25,LOREAL ROMANIA S.R.L.,411,23079.99,27465.04,2845.46,0.10360298,914.8306,22290,22330,1
11-Apr-25,LOREAL ROMANIA S.R.L.,538,32239.27,38364.5,3971.5,0.103520181,1458.7476,22330,21432,1
12-Apr-25,LOREAL ROMANIA S.R.L.,695,40520.68,48219.55,5010.95,0.103919468,1869.1796,21432,20736,1
13-Apr-25,LOREAL ROMANIA S.R.L.,706,41161.81,48982.69,4642.31,0.094774501,2098.8846,20736,19030,1
14-Apr-25,LOREAL ROMANIA S.R.L.,577,33181.93,39486.5,3489.5,0.088371975,1788.8668,19030,18453,0
15-Apr-25,LOREAL ROMANIA S.R.L.,678,38553.18,45878.11,4860.89,0.105952272,1566.8372,18453,17776,1
16-Apr-25,LOREAL ROMANIA S.R.L.,635,35332.52,42045.5,4335,0.103102591,1497.8724,17776,20039,1
17-Apr-25,LOREAL ROMANIA S.R.L.,708,39344.35,46819.75,4813.75,0.102814517,1665.9878,20039,19331,1
18-Apr-25,LOREAL ROMANIA S.R.L.,522,28208.93,33568.47,3357.03,0.100005452,1229.4424,19331,18809,0
19-Apr-25,LOREAL ROMANIA S.R.L.,157,10023.65,11927.9,945.6,0.079276319,588.2406,18809,18652,0
20-Apr-25,LOREAL ROMANIA S.R.L.,,,,,0,0,18652,18652,0
21-Apr-25,LOREAL ROMANIA S.R.L.,,,,,0,0,18652,18652,0
22-Apr-25,LOREAL ROMANIA S.R.L.,688,40128.26,47752.36,2668.65,0.055885196,3224.2477,18652,17965,1
23-Apr-25,LOREAL ROMANIA S.R.L.,706,43729.89,52038.09,2832.91,0.054439162,3724.7364,17965,17486,1
24-Apr-25,LOREAL ROMANIA S.R.L.,521,31378.15,37340,2026.5,0.054271559,2514.5202,17486,19402,1
25-Apr-25,LOREAL ROMANIA S.R.L.,577,35545.91,42299.49,2116.51,0.050036301,3162.5268,19402,18819,1
26-Apr-25,LOREAL ROMANIA S.R.L.,617,36651.74,43615.32,2709.68,0.062126794,2756.484,18819,18202,1
27-Apr-25,LOREAL ROMANIA S.R.L.,658,38241.65,45507.42,2721.08,0.059794205,2843.991,18202,17544,0
28-Apr-25,LOREAL ROMANIA S.R.L.,470,27203.92,32372.26,1917.23,0.059224472,2129.34,17544,17074,1
29-Apr-25,LOREAL ROMANIA S.R.L.,526,30658.94,36483.75,2105.25,0.057703772,2422.205,17074,17103,1
30-Apr-25,LOREAL ROMANIA S.R.L.,595,35228.06,41921.01,1866.49,0.044523975,3151.76,17103,19503,1
1-May-25,LOREAL ROMANIA S.R.L.,527,31390.29,37354.33,5101.67,0.136575064,309.355,19503,18976,0
2-May-25,LOREAL ROMANIA S.R.L.,619,37182.94,44247.43,5640.57,0.127477912,732.778,18976,18357,1
3-May-25,LOREAL ROMANIA S.R.L.,587,34443.25,40987.28,4958.71,0.12098168,771.985,18357,17771,1
4-May-25,LOREAL ROMANIA S.R.L.,740,43442.45,51696.16,7070.36,0.136767605,438.3301,17771,17033,1
5-May-25,LOREAL ROMANIA S.R.L.,527,32072.53,38166.05,5480.45,0.143594897,118.925,17033,16505,1
6-May-25,LOREAL ROMANIA S.R.L.,504,28424.51,33824.96,4760.54,0.140740447,123.375,16505,16872,1
7-May-25,LOREAL ROMANIA S.R.L.,517,30596.91,36409.84,4717.16,0.129557285,534.421,16872,33208,1
8-May-25,LOREAL ROMANIA S.R.L.,562,32833.48,39071.55,5368.35,0.137397928,306.346,33208,32596,1
9-May-25,LOREAL ROMANIA S.R.L.,676,39962.71,47555.52,7160.07,0.150562332,-69.094,32596,31910,1
10-May-25,LOREAL ROMANIA S.R.L.,879,51878.39,61734.82,8691.18,0.140782463,325.231,31910,31017,1
11-May-25,LOREAL ROMANIA S.R.L.,834,46675.44,55543.45,8712.05,0.156851078,-466.97,31017,30183,1
12-May-25,LOREAL ROMANIA S.R.L.,544,30502.68,36298.03,5293.97,0.145847309,2.57,30183,29592,1
13-May-25,LOREAL ROMANIA S.R.L.,588,31825.77,37872.48,5727.97,0.151243594,-139.595,29592,29106,1
14-May-25,LOREAL ROMANIA S.R.L.,680,32716.59,38932.68,5989.24,0.153835801,-200.4746,29106,32859,0
15-May-25,LOREAL ROMANIA S.R.L.,809,37821.52,45007.48,7407.94,0.16459353,-472.1361,32859,32806,1
16-May-25,LOREAL ROMANIA S.R.L.,670,32697.27,38909.5,6222.4,0.159919814,-431.2131,32806,32136,0
17-May-25,LOREAL ROMANIA S.R.L.,987,47056.17,55996.53,9291.02,0.165921353,-831.4152,32136,31149,1
18-May-25,LOREAL ROMANIA S.R.L.,995,49201.25,58549.19,8686.28,0.148358671,-138.8205,31149,30154,1
19-May-25,LOREAL ROMANIA S.R.L.,573,26940.8,32059.19,4776.75,0.148997838,-62.2351,30154,29581,0
20-May-25,LOREAL ROMANIA S.R.L.,662,32637.93,38838.73,5602.83,0.144258836,121.9999,29581,29419,1
21-May-25,LOREAL ROMANIA S.R.L.,673,32162.44,38273.28,5524.06,0.144332025,142.4866,29419,32191,1
22-May-25,LOREAL ROMANIA S.R.L.,607,27793.5,33074.16,4870.87,0.147271163,10.9728,32191,31585,1
23-May-25,LOREAL ROMANIA S.R.L.,686,31485.2,37467.04,6716.17,0.17925542,-809.1652,31585,30900,1
24-May-25,LOREAL ROMANIA S.R.L.,660,35586.44,42347.75,6278.33,0.148256519,42.8628,30900,30239,1
25-May-25,LOREAL ROMANIA S.R.L.,696,38254.42,45522.24,5358.32,0.11770774,827.2758,30239,29543,1
26-May-25,LOREAL ROMANIA S.R.L.,398,21339.53,25394.13,3352.21,0.132007279,319.9677,29543,29261,0
27-May-25,LOREAL ROMANIA S.R.L.,514,26885.96,31994.14,4585.39,0.143319683,103.3494,29261,28751,1
28-May-25,LOREAL ROMANIA S.R.L.,508,26187.34,31163.12,4642.89,0.148986687,-83.2964,28751,31936,1
29-May-25,LOREAL ROMANIA S.R.L.,516,27397.67,32603.15,5051.36,0.154934723,-204.4135,31936,31231,1
30-May-25,LOREAL ROMANIA S.R.L.,492,27110.01,32261.07,4722.38,0.146380142,1.6753,31231,30733,1
31-May-25,LOREAL ROMANIA S.R.L.,817,43260.91,51480.72,7736.09,0.150271597,-299.5829,30733,29916,1
1-Jun-25,LOREAL ROMANIA S.R.L.,720,37728.92,44897.17,6826.32,0.152043436,-26.332,29916,29196,1
2-Jun-25,LOREAL ROMANIA S.R.L.,678,35765.71,42561.17,6837.22,0.16064455,-431.483,29196,28567,1
3-Jun-25,LOREAL ROMANIA S.R.L.,791,37928.97,45135.24,8372.67,0.185501838,-1240.5121,28567,29386,0
4-Jun-25,LOREAL ROMANIA S.R.L.,720,35961.6,42794.23,7896.94,0.184532821,-1159.822,29386,28666,0
5-Jun-25,LOREAL ROMANIA S.R.L.,837,40545.34,48248.41,9669.01,0.200400594,-1863.182,28666,31836,0
6-Jun-25,LOREAL ROMANIA S.R.L.,979,48220.12,57381.84,11407.64,0.198802269,-2214.1093,31836,30857,1
7-Jun-25,LOREAL ROMANIA S.R.L.,925,46697.03,55569.64,11179.89,0.201187015,-1976.8579,30857,29931,1
8-Jun-25,LOREAL ROMANIA S.R.L.,1016,51420.31,61190.38,12105.36,0.197831097,-2074.7478,29931,28915,1
9-Jun-25,LOREAL ROMANIA S.R.L.,511,24556.75,29222.41,5358.13,0.183356883,-757.4451,28915,28404,0
10-Jun-25,LOREAL ROMANIA S.R.L.,756,39049.02,46468.13,7727.15,0.16628924,-601.9291,28404,27719,1
11-Jun-25,LOREAL ROMANIA S.R.L.,779,42925.01,51080.66,8095.88,0.158492079,-267.7252,27719,27306,1
12-Jun-25,LOREAL ROMANIA S.R.L.,782,45291.44,53896.98,9163.02,0.170009897,-661.3273,27306,27265,1
13-Jun-25,LOREAL ROMANIA S.R.L.,733,41817.67,49762.53,7603.47,0.152795085,18.3178,27265,25532,1
14-Jun-25,LOREAL ROMANIA S.R.L.,960,55732.28,66321.63,10197.87,0.153763863,-228.6524,25532,24622,1
15-Jun-25,LOREAL ROMANIA S.R.L.,1063,60449.46,71934.19,11308.81,0.1572105,-347.522,24622,23559,1
16-Jun-25,LOREAL ROMANIA S.R.L.,698,40219.93,47861.86,6488.65,0.135570369,40219.93,23559,22934,1
17-Jun-25,LOREAL ROMANIA S.R.L.,716,40843.91,48604.11,7308.89,0.150375966,-66.3213,22934,22218,1
18-Jun-25,LOREAL ROMANIA S.R.L.,768,44566.32,53034.01,7813.49,0.147329798,3.7207,22218,27120,1
19-Jun-25,LOREAL ROMANIA S.R.L.,692,38555.29,45880.31,8390.19,0.182871258,-1193.7548,27120,26427,1
20-Jun-25,LOREAL ROMANIA S.R.L.,766,44532.37,52992.78,10084.72,0.19030366,-1571.6135,26427,24197,1
21-Jun-25,LOREAL ROMANIA S.R.L.,890,50252.93,59800.29,11316.2,0.189233196,-1829.1381,24197,23307,1
22-Jun-25,LOREAL ROMANIA S.R.L.,870,50329.53,59891.64,10889.87,0.181826211,-1512.845,23307,22438,1
23-Jun-25,LOREAL ROMANIA S.R.L.,601,34295.78,40811.67,7307.33,0.179050012,-969.1882,22438,22307,1
24-Jun-25,LOREAL ROMANIA S.R.L.,552,30738.65,36578.66,6389.86,0.174688193,-806.3023,22307,21741,1
25-Jun-25,LOREAL ROMANIA S.R.L.,551,32324.08,38465.49,6052.51,0.157349094,-375.4993,21741,22416,1
26-Jun-25,LOREAL ROMANIA S.R.L.,594,33010.79,39282.72,6618.28,0.16847815,-596.9592,22416,26856,0
27-Jun-25,LOREAL ROMANIA S.R.L.,567,31566.25,37563.67,5299.83,0.141089249,83.6357,26856,26289,1
28-Jun-25,LOREAL ROMANIA S.R.L.,726,40952.8,48733.12,6962.38,0.14286752,118.0123,26289,25563,0
29-Jun-25,LOREAL ROMANIA S.R.L.,726,42255.53,50283.52,7851.88,0.156152155,-388.267,25563,24837,1
30-Jun-25,LOREAL ROMANIA S.R.L.,558,31792.83,37833.05,5861.95,0.15494257,-108.4448,24837,24279,1
1-Jul-25,LOREAL ROMANIA S.R.L.,541,32747.19,38968.63,4449.37,0.114178251,876.8316,24279,23742,1
2-Jul-25,LOREAL ROMANIA S.R.L.,610,34192.9,40688.93,4380.11,0.10764869,1093.9967,23742,26180,0
3-Jul-25,LOREAL ROMANIA S.R.L.,638,37657.2,44811.5,5214.56,0.116366558,981.1809,26180,25659,1
4-Jul-25,LOREAL ROMANIA S.R.L.,702,36852.84,43854.48,5248.36,0.119676713,811.0737,25659,24945,0
5-Jul-25,LOREAL ROMANIA S.R.L.,833,43057.05,51237.49,5972.12,0.116557622,1129.3551,24945,24145,1
6-Jul-25,LOREAL ROMANIA S.R.L.,931,48332.38,57514.6,6496.14,0.112947669,1403.2867,24145,23269,1
7-Jul-25,LOREAL ROMANIA S.R.L.,532,27782.71,33060.81,3648.6,0.110360272,879.04,23269,22737,1
8-Jul-25,LOREAL ROMANIA S.R.L.,703,32828.78,39065.55,4765.16,0.121978572,707.2517,22737,22034,1
9-Jul-25,LOREAL ROMANIA S.R.L.,736,31304.77,37252.31,4463.84,0.1198272,738.8665,22034,24073,0
10-Jul-25,LOREAL ROMANIA S.R.L.,840,38195.51,45452.25,4739.99,0.104285046,1349.7025,24073,23558,1
11-Jul-25,LOREAL ROMANIA S.R.L.,789,34538.19,41100.12,4785.92,0.116445402,849.9201,23558,22774,1
12-Jul-25,LOREAL ROMANIA S.R.L.,840,43503.49,51768.4,5897.99,0.113930313,1186.2074,22774,21934,1
13-Jul-25,LOREAL ROMANIA S.R.L.,857,45984.76,54720.83,6728.47,0.12295994,861.5497,21934,21077,0
14-Jul-25,LOREAL ROMANIA S.R.L.,669,34934.74,41571.68,4403.33,0.105921387,1205.7745,21077,20408,1
15-Jul-25,LOREAL ROMANIA S.R.L.,698,37763.13,44937.4,4739.5,0.105468941,1278.1565,20408,19921,1
16-Jul-25,LOREAL ROMANIA S.R.L.,725,38362.36,45650.88,4919.52,0.107763969,1249.4993,19921,23100,1
17-Jul-25,LOREAL ROMANIA S.R.L.,590,30332.17,36094.75,4064.62,0.112609729,834.048,23100,22524,0
18-Jul-25,LOREAL ROMANIA S.R.L.,721,39632.49,47162.19,5229.76,0.110888829,1228.4696,22524,21811,1
19-Jul-25,LOREAL ROMANIA S.R.L.,656,35289.18,41993.57,5031.21,0.119809056,787.0186,21811,21155,1
20-Jul-25,LOREAL ROMANIA S.R.L.,710,39321.01,46791.4,5420.89,0.115852272,990.6818,21155,20475,1
21-Jul-25,LOREAL ROMANIA S.R.L.,532,29692.3,35333.15,3773.85,0.10680763,1049.8961,20475,20247,1
22-Jul-25,LOREAL ROMANIA S.R.L.,522,30618.98,36436.1,4137.4,0.113552219,913.9665,20247,19795,1
23-Jul-25,LOREAL ROMANIA S.R.L.,567,28524.78,33944.05,3164.11,0.093215453,1310.532,19795,21500,1
24-Jul-25,LOREAL ROMANIA S.R.L.,645,32439.91,38602.83,3895.5,0.100912291,1285.123,21500,20863,1
25-Jul-25,LOREAL ROMANIA S.R.L.,613,30068.2,35780.5,4407.49,0.123181342,631.938,20863,20251,1
26-Jul-25,LOREAL ROMANIA S.R.L.,773,39094.18,46521.75,4739.87,0.101885032,1495.407,20251,19503,1
27-Jul-25,LOREAL ROMANIA S.R.L.,652,37131.78,44186.53,5377.47,0.121699305,722.54,19503,18851,1
28-Jul-25,LOREAL ROMANIA S.R.L.,524,29921.85,35606.8,4038.7,0.113424964,1075.0381,18851,18327,1
29-Jul-25,LOREAL ROMANIA S.R.L.,485,27424.53,32634.58,3457.92,0.105958771,1140.195,18327,17841,0
30-Jul-25,LOREAL ROMANIA S.R.L.,2419,174005.55,207064.15,3700.65,0.017871998,4450.423,17841,19657,0
31-Jul-25,LOREAL ROMANIA S.R.L.,1068,68712.29,81767.05,4530.55,0.055408016,2308.8686,19657,18590,1
1-Aug-25,LOREAL ROMANIA S.R.L.,502,28982.28,35068.03,2427.67,0.069227442,1671.331,18590,18508,1
2-Aug-25,LOREAL ROMANIA S.R.L.,581,32699.76,39566.55,2699.45,0.068225559,1896.7996,18508,17928,1
3-Aug-25,LOREAL ROMANIA S.R.L.,588,33599.26,40654.92,2725.58,0.067041824,1922.115,17928,17326,1
4-Aug-25,LOREAL ROMANIA S.R.L.,427,24023.21,29067.9,2066.3,0.071085287,1304.0395,17326,17014,0
5-Aug-25,LOREAL ROMANIA S.R.L.,470,25874.04,31307.33,2279.17,0.072799884,1352.0055,17014,21144,1
6-Aug-25,LOREAL ROMANIA S.R.L.,462,26778.5,32401.8,2255.2,0.069601072,1633.1362,21144,20682,1
7-Aug-25,LOREAL ROMANIA S.R.L.,476,27196.22,32907.09,2067.91,0.062840865,1739.3542,20682,20217,1
8-Aug-25,LOREAL ROMANIA S.R.L.,570,33703.46,40780.49,2598.01,0.06370718,2153.014,20217,19668,0
9-Aug-25,LOREAL ROMANIA S.R.L.,649,37897.12,45855.03,2555.97,0.055740232,2694.9199,19668,19019,0
10-Aug-25,LOREAL ROMANIA S.R.L.,599,35014.3,42366.54,2436.96,0.057520864,2420.062,19019,18420,1
11-Aug-25,LOREAL ROMANIA S.R.L.,511,29326.91,35485.1,2375.4,0.066940772,1797.9692,18420,17915,1
12-Aug-25,LOREAL ROMANIA S.R.L.,447,26033.63,31500.09,2049.91,0.065076322,1576.8504,17915,17468,1
13-Aug-25,LOREAL ROMANIA S.R.L.,477,27741.7,33566.78,2753.72,0.082037062,1364.2254,17468,19675,1
14-Aug-25,LOREAL ROMANIA S.R.L.,553,31178.04,37725.07,2671.93,0.070826376,1752.0785,19675,19124,0
15-Aug-25,LOREAL ROMANIA S.R.L.,577,33789.01,40884.1,2614.4,0.06394662,2049.7727,19124,18547,0
16-Aug-25,LOREAL ROMANIA S.R.L.,487,28235.71,34164.75,1923.75,0.056308037,1963.307,18547,18060,0
17-Aug-25,LOREAL ROMANIA S.R.L.,467,25772.88,31184.46,1863.54,0.059758611,1689.251,18060,17593,1
18-Aug-25,LOREAL ROMANIA S.R.L.,426,25103.17,30374.35,1390.65,0.045783696,1931.791,17593,17016,1
19-Aug-25,LOREAL ROMANIA S.R.L.,408,23250.76,28132.9,1362.1,0.048416623,1782.36,17016,16610,1
20-Aug-25,LOREAL ROMANIA S.R.L.,437,26699.3,32306.07,1634.43,0.05059204,2018.1308,16610,19210,0
21-Aug-25,LOREAL ROMANIA S.R.L.,429,24024.96,29069.84,1625.66,0.055922564,1695.7932,19210,18701,1
22-Aug-25,LOREAL ROMANIA S.R.L.,436,25239.88,30539.98,1468.02,0.048068794,1962.3965,18701,18265,1
23-Aug-25,LOREAL ROMANIA S.R.L.,531,31605.15,38241.67,1862.83,0.048712046,2466.9861,18265,17734,1
24-Aug-25,LOREAL ROMANIA S.R.L.,614,35353.36,42776.67,2088.83,0.048831057,2689.1089,17734,17120,1
25-Aug-25,LOREAL ROMANIA S.R.L.,390,22635.7,27388.99,1332.01,0.048633046,1685.8619,17120,16730,0
26-Aug-25,LOREAL ROMANIA S.R.L.,411,23698.95,28675.31,839.19,0.029265246,2226.006,16730,16369,1
27-Aug-25,LOREAL ROMANIA S.R.L.,381,22280.17,26958.39,916.11,0.033982371,2073,16369,15933,1
28-Aug-25,LOREAL ROMANIA S.R.L.,359,21177.54,25626.68,919.82,0.035893061,1911.263,15933,18419,0
29-Aug-25,LOREAL ROMANIA S.R.L.,438,26900.49,32549,974,0.029924114,2659.1509,18419,17921,1
30-Aug-25,LOREAL ROMANIA S.R.L.,463,26595.19,32179.86,1217.14,0.037823036,2272.9109,17921,17458,1
31-Aug-25,LOREAL ROMANIA S.R.L.,464,26616.35,32205.34,981.16,0.030465755,2445.5159,17458,16994,1
1-Sep-25,LOREAL ROMANIA S.R.L.,,,,,0,0,16994,16744,1
2-Sep-25,LOREAL ROMANIA S.R.L.,383,21984.64,26601.13,1873.06,0.070412798,1484.878,16744,18923,1
3-Sep-25,LOREAL ROMANIA S.R.L.,459,25264.58,30569.84,2052.28,0.067134143,1777.425,18923,18465,1
4-Sep-25,LOREAL ROMANIA S.R.L.,445,24485.18,29626.66,2121.44,0.071605777,1593.249,18465,18020,1
5-Sep-25,LOREAL ROMANIA S.R.L.,516,26099.92,31580.73,2577.55,0.081617809,1459.755,18020,17519,1
6-Sep-25,LOREAL ROMANIA S.R.L.,538,31643.85,38288.24,2483.36,0.064859602,2171.9429,17519,16995,1
7-Sep-25,LOREAL ROMANIA S.R.L.,661,36489.2,44151.36,3491.44,0.079078878,2036.3219,16995,16334,1
8-Sep-25,LOREAL ROMANIA S.R.L.,419,22600.03,27345.6,2131.53,0.077947823,1265.989,16334,15916,1
9-Sep-25,LOREAL ROMANIA S.R.L.,460,23660.57,28628.9,2208.39,0.077138486,1317.65,15916,15456,1
10-Sep-25,LOREAL ROMANIA S.R.L.,401,21493.99,26007.21,1754.44,0.067459754,1382.1929,15456,18093,1
11-Sep-25,LOREAL ROMANIA S.R.L.,421,20969.73,25373.07,2485.15,0.097944395,879.57,18093,17668,1
12-Sep-25,LOREAL ROMANIA S.R.L.,485,25174.12,30460.39,2591.82,0.085088208,1269.519,17668,17264,0
13-Sep-25,LOREAL ROMANIA S.R.L.,666,35880.54,43414.86,3502.34,0.080671457,1951.5769,17264,16597,1
14-Sep-25,LOREAL ROMANIA S.R.L.,707,37543.92,45427.44,3840.91,0.084550439,1891.85,16597,15890,1
15-Sep-25,LOREAL ROMANIA S.R.L.,573,30152.34,36483.91,2637.78,0.072299817,1885.854,15890,15337,1
16-Sep-25,LOREAL ROMANIA S.R.L.,474,24428.6,29558.12,2186.8,0.073983054,1521.125,15337,14865,1
17-Sep-25,LOREAL ROMANIA S.R.L.,415,21918.61,26520.97,1712.16,0.064558725,1597.764,14865,16757,0
18-Sep-25,LOREAL ROMANIA S.R.L.,446,25065.12,30328.34,2192.28,0.072284866,1590.3369,16757,16322,1
19-Sep-25,LOREAL ROMANIA S.R.L.,386,20949.16,25348.28,1625.76,0.064136896,1496.374,16322,15936,0
20-Sep-25,LOREAL ROMANIA S.R.L.,432,24912.25,30143.48,2337.52,0.077546454,1537.271,15936,15504,1
21-Sep-25,LOREAL ROMANIA S.R.L.,503,26904.62,32554.52,2350.48,0.072201341,1645.401,15504,15001,1
22-Sep-25,LOREAL ROMANIA S.R.L.,378,20651.95,24988.48,1670.52,0.066851605,1372.4109,15001,14623,0
23-Sep-25,LOREAL ROMANIA S.R.L.,373,21151.81,25593.22,1669.78,0.06524306,1436.163,14623,14254,1
