ID_ARTICOL,ARTICOL,DATA,CANTITATE,VAL_IESIRE_CU_TVA,VAL_IESIRE_FARA_TVA,VAL_INTRARE_FARA_TVA_STOC,TOTAL_DISCOUNT,FLAG_PROMOTIE,ADAOS,STOC,STOC_INITIAL,STOC_FINAL,RUPTURA_STOC
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,07-Jun-23,60,293.4,269.4,205.234325,0,0,64.165675,531,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,08-Jun-23,61,298.29,273.87,208.705805,0,0,65.164195,531,,,0
8259,CARNE PORC LUCRU,08-Jun-23,20.796,394.93,362.34,321.66005,0,0,40.67995,9.954,,,0
6937,BANANE CALITATEA I.,08-Jun-23,85.24,510.57,468.41,407.880773,0,0,60.529227,202.512,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,08-Jun-23,5,156.45,143.54,97,0,0,46.54,198,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,09-Jun-23,89,435.21,399.58,304.384769,0,0,95.195231,531,,,0
6937,BANANE CALITATEA I.,09-Jun-23,101.824,609.95,559.66,484.346222,0,0,75.313778,202.512,,,0
8259,CARNE PORC LUCRU,09-Jun-23,25.702,488.08,447.77,397.543115,0,0,50.226885,9.954,,,0
8259,CARNE PORC LUCRU,10-Jun-23,23.118,439.02,402.78,357.575355,0,0,45.204645,9.954,,,0
6937,BANANE CALITATEA I.,10-Jun-23,94.796,567.88,520.97,450.916134,0,0,70.053866,202.512,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,10-Jun-23,68,332.52,305.3,232.584911,0,0,72.715089,531,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,10-Jun-23,4,125.16,114.84,77.6,0,0,37.24,198,,,0
6937,BANANE CALITATEA I.,11-Jun-23,88.484,530.03,486.31,423.932249,0,0,62.377751,202.512,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,11-Jun-23,82,400.98,368.18,280.532115,0,0,87.647885,531,,,0
8259,CARNE PORC LUCRU,11-Jun-23,51.248,963.67,884.12,781.203317,9.53,1,102.916683,9.954,,,0
6937,BANANE CALITATEA I.,12-Jun-23,130.426,833.31,764.55,630.387985,0,0,134.162015,202.512,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,12-Jun-23,67,327.63,300.82,229.162858,0,0,71.657142,531,,,0
8259,CARNE PORC LUCRU,12-Jun-23,63.96,1214.6,1114.3,980.464829,0,0,133.835171,9.954,,,0
6937,BANANE CALITATEA I.,13-Jun-23,100.56,652.61,598.71,490.603143,0,0,108.106857,202.512,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,13-Jun-23,79,386.31,354.68,270.284403,0,0,84.395597,531,,,0
8259,CARNE PORC LUCRU,13-Jun-23,35.974,683.17,626.74,554.196379,0,0,72.543621,9.954,,,0
6937,BANANE CALITATEA I.,14-Jun-23,78.336,508.43,466.43,375.91367,0,0,90.51633,202.512,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,14-Jun-23,73,356.97,327.75,249.65999,0,0,78.09001,531,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,14-Jun-23,7,219.03,200.97,135.8,0,0,65.17,198,,,0
8259,CARNE PORC LUCRU,14-Jun-23,42.752,811.86,744.82,657.293375,0,0,87.526625,9.954,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,15-Jun-23,71,347.19,318.77,242.859147,0,0,75.910853,531,,,0
6937,BANANE CALITATEA I.,15-Jun-23,65.242,423.39,388.43,292.701709,0,0,95.728291,202.512,,,0
8259,CARNE PORC LUCRU,15-Jun-23,53.53,1016.51,932.59,822.129797,0,0,110.460203,9.954,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,16-Jun-23,81,396.09,363.67,277.090465,0,0,86.579535,531,,,0
6937,BANANE CALITATEA I.,16-Jun-23,94.058,610.42,559.97,421.981811,0,0,137.988189,202.512,,,0
8259,CARNE PORC LUCRU,16-Jun-23,80.494,1528.57,1402.35,1237.854697,0,0,164.495303,9.954,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,16-Jun-23,2,62.58,57.42,38.8,0,0,18.62,198,,,0
6937,BANANE CALITATEA I.,17-Jun-23,68.568,445,408.26,310.776532,0,0,97.483468,202.512,,,0
8259,CARNE PORC LUCRU,17-Jun-23,24.16,458.82,420.92,371.056528,0,0,49.863472,9.954,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,17-Jun-23,81,396.09,363.69,277.1316,0,0,86.5584,531,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,18-Jun-23,84,410.76,377.14,287.368781,0,0,89.771219,531,,,0
8259,CARNE PORC LUCRU,18-Jun-23,21.618,410.52,376.63,332.896783,0,0,43.733217,9.954,,,0
6937,BANANE CALITATEA I.,18-Jun-23,110.504,717.19,657.95,521.939618,0,0,136.010382,202.512,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,18-Jun-23,3,93.87,86.13,58.2,0,0,27.93,198,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,19-Jun-23,79,386.31,354.71,270.187106,0,0,84.522894,531,,,0
8259,CARNE PORC LUCRU,19-Jun-23,80.748,1533.41,1406.82,1291.968005,0,0,114.851995,9.954,,,0
6937,BANANE CALITATEA I.,19-Jun-23,75.142,487.66,447.37,367.444379,0,0,79.925621,202.512,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,19-Jun-23,1,31.29,28.71,19.4,0,0,9.31,198,,,0
6937,BANANE CALITATEA I.,20-Jun-23,36.354,235.94,216.45,178.165079,0,0,38.284921,202.512,,,0
8259,CARNE PORC LUCRU,20-Jun-23,36.388,691,633.92,582.208,0,0,51.712,9.954,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,20-Jun-23,2,62.58,57.42,38.8,0,0,18.62,198,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,20-Jun-23,81,396.09,363.67,277.100078,0,0,86.569922,531,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,21-Jun-23,2,62.58,57.42,38.8,0,0,18.62,198,,,0
8259,CARNE PORC LUCRU,21-Jun-23,58.734,1115.34,1023.25,939.744001,0,0,83.505999,9.954,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,21-Jun-23,61,298.29,273.89,208.675992,0,0,65.214008,531,,,0
6937,BANANE CALITATEA I.,21-Jun-23,82.58,535.89,491.68,411.562178,0,0,80.117822,202.512,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,22-Jun-23,73,356.97,327.77,249.709215,0,0,78.060785,531,,,0
8259,CARNE PORC LUCRU,22-Jun-23,51.682,981.43,900.38,806.22083,0,0,94.15917,9.954,,,0
6937,BANANE CALITATEA I.,22-Jun-23,73.35,476.01,436.67,357.465117,0,0,79.204883,202.512,,,0
6937,BANANE CALITATEA I.,23-Jun-23,65.678,426.24,391.08,311.208806,0,0,79.871194,202.512,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,23-Jun-23,67,327.63,300.79,229.151784,0,0,71.638216,531,,,0
8259,CARNE PORC LUCRU,23-Jun-23,81.444,1546.63,1418.93,1277.770784,0,0,141.159216,9.954,,,0
8259,CARNE PORC LUCRU,24-Jun-23,51.872,985.03,903.69,823.379816,0,0,80.310184,9.954,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,24-Jun-23,3,93.87,86.13,58.2,0,0,27.93,198,,,0
6937,BANANE CALITATEA I.,24-Jun-23,35.186,228.35,209.53,163.803148,0,0,45.726852,202.512,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,24-Jun-23,73,356.97,327.71,249.669002,0,0,78.040998,531,,,0
8259,CARNE PORC LUCRU,25-Jun-23,47.744,906.65,831.77,757.854836,0,0,73.915164,9.954,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,25-Jun-23,78,381.42,350.2,266.800054,0,0,83.399946,531,,,0
6937,BANANE CALITATEA I.,25-Jun-23,54.568,354.18,324.93,245.556,0,0,79.374,202.512,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,25-Jun-23,1,31.29,28.71,19.4,0,0,9.31,198,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,26-Jun-23,1,31.29,28.71,18.8,0,0,9.91,198,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,26-Jun-23,72,352.08,323.26,246.249793,0,0,77.010207,531,,,0
6937,BANANE CALITATEA I.,26-Jun-23,101.244,657.1,602.85,455.598,0,0,147.252,202.512,,,0
8259,CARNE PORC LUCRU,26-Jun-23,21.748,413,378.91,368.532871,0,0,10.377129,9.954,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,27-Jun-23,60,293.4,269.4,205.2,0,0,64.2,531,,,0
6937,BANANE CALITATEA I.,27-Jun-23,102.124,662.72,607.99,472.15968,0,0,135.83032,202.512,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,27-Jun-23,2,62.58,57.42,37.6,0,0,19.82,198,,,0
8259,CARNE PORC LUCRU,27-Jun-23,22.344,424.32,389.28,385.17929,0,0,4.10071,9.954,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,28-Jun-23,78,381.42,350.21,266.859981,0,0,83.350019,531,,,0
8259,CARNE PORC LUCRU,28-Jun-23,32.06,608.8,558.52,508.455566,0,0,50.064434,9.954,,,0
6937,BANANE CALITATEA I.,28-Jun-23,80.164,504.16,462.59,394.199317,0,0,68.390683,202.512,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,29-Jun-23,53,259.17,237.96,181.260003,0,0,56.699997,531,,,0
8259,CARNE PORC LUCRU,29-Jun-23,38.434,729.86,669.57,609.544024,0,0,60.025976,9.954,,,0
6937,BANANE CALITATEA I.,29-Jun-23,110.468,661.69,607.07,529.148624,0,0,77.921376,202.512,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,30-Jun-23,93,454.77,417.53,318.169611,0,0,99.360389,531,,,0
8259,CARNE PORC LUCRU,30-Jun-23,48.36,918.35,842.52,809.490923,0,0,33.029077,9.954,,,0
6937,BANANE CALITATEA I.,30-Jun-23,75.404,451.65,414.32,330.933076,0,0,83.386924,202.512,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,30-Jun-23,1,31.29,28.71,18.8,0,0,9.91,198,,,0
8259,CARNE PORC LUCRU,01-Jul-23,42.72,811.24,744.28,743.327997,0,0,0.952003,9.954,,,0
6937,BANANE CALITATEA I.,01-Jul-23,58.872,352.62,323.55,277.366472,0,0,46.183528,202.512,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,01-Jul-23,56,273.84,251.41,191.636004,0,0,59.773996,531,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,02-Jul-23,43,210.27,193.05,147.168009,0,0,45.881991,531,,,0
6937,BANANE CALITATEA I.,02-Jul-23,41.868,250.8,230.13,202.360601,0,0,27.769399,202.512,,,0
8259,CARNE PORC LUCRU,02-Jul-23,24.91,473.05,434,433.434,0,0,0.566,9.954,,,0
6937,BANANE CALITATEA I.,03-Jul-23,44.986,260.11,238.69,201.879556,9.365,1,36.810444,202.512,,,0
8259,CARNE PORC LUCRU,03-Jul-23,24.914,473.1,434.02,433.5036,0,0,0.5164,9.954,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,03-Jul-23,16,351.84,322.75,300.8,148.8,1,21.95,198,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,03-Jul-23,64,255.36,234.24,218.88,57.6,1,15.36,531,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,04-Jul-23,69,275.31,252.54,235.98,62.1,1,16.56,531,,,0
8259,CARNE PORC LUCRU,04-Jul-23,53.032,1007.06,923.9,863.037527,0,0,60.862473,9.954,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,04-Jul-23,14,307.86,282.38,265.0462,130.2,1,17.3338,198,,,0
6937,BANANE CALITATEA I.,04-Jul-23,51.368,281.99,258.71,232.838586,25.684,1,25.871414,202.512,,,0
8259,CARNE PORC LUCRU,05-Jul-23,53.908,1023.71,939.2,861.214988,0,0,77.985012,9.954,,,0
6937,BANANE CALITATEA I.,05-Jul-23,47.42,284.04,260.61,231.883808,0,0,28.726192,202.512,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,05-Jul-23,79,315.21,289.14,270.1499,71.1,1,18.9901,531,,,0
8259,CARNE PORC LUCRU,06-Jul-23,52.85,1003.62,920.74,875.724499,0,0,45.015501,9.954,,,0
6937,BANANE CALITATEA I.,06-Jul-23,77.288,462.98,424.8,281.97631,0,0,142.82369,202.512,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,06-Jul-23,63,251.37,230.58,215.489965,56.7,1,15.090035,531,,,0
6937,BANANE CALITATEA I.,07-Jul-23,95.168,570.05,522.92,376.191356,0,0,146.728644,202.512,,,0
8259,CARNE PORC LUCRU,07-Jul-23,70.328,1335.53,1225.28,1165.334962,0,0,59.945038,9.954,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,07-Jul-23,79,315.21,289.14,258.660457,71.1,1,30.479543,531,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,07-Jul-23,19,417.81,383.23,357.38462,176.7,1,25.84538,198,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,08-Jul-23,16,351.84,322.72,300.8,148.8,1,21.92,198,,,0
8259,CARNE PORC LUCRU,08-Jul-23,56.173,1066.74,978.66,930.786609,0,0,47.873391,9.954,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,08-Jul-23,68,271.32,248.88,209.499789,61.2,1,39.380211,531,,,0
6937,BANANE CALITATEA I.,08-Jul-23,51.11,306.12,280.88,221.014976,0,0,59.865024,202.512,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,09-Jul-23,89,355.11,325.74,275.838301,80.1,1,49.901699,531,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,09-Jul-23,21,461.79,423.59,394.800002,195.3,1,28.789998,198,,,0
6937,BANANE CALITATEA I.,09-Jul-23,38.724,231.95,212.81,152.447708,0,0,60.362292,202.512,,,0
8259,CARNE PORC LUCRU,09-Jul-23,26.555,504.28,462.66,440.01635,0,0,22.64365,9.954,,,0
6937,BANANE CALITATEA I.,10-Jul-23,105.822,422.17,387.31,365.835106,211.644,1,21.474894,202.512,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,10-Jul-23,28,615.72,564.76,526.4,260.4,1,38.36,198,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,10-Jul-23,75,299.25,274.5,231.436047,67.5,1,43.063953,531,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,11-Jul-23,75,299.25,274.5,230.901408,67.5,1,43.598592,531,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,11-Jul-23,44,967.56,887.49,827.199997,409.2,1,60.290003,198,,,0
6937,BANANE CALITATEA I.,11-Jul-23,101.314,404.22,370.82,351.103662,202.628,1,19.716338,202.512,,,0
8259,CARNE PORC LUCRU,11-Jul-23,53.43,1014.65,930.89,833.224823,0,0,97.665177,9.954,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,12-Jul-23,26,571.74,524.42,488.8,241.8,1,35.62,198,,,0
6937,BANANE CALITATEA I.,12-Jul-23,110.424,440.54,404.16,374.04704,220.848,1,30.11296,202.512,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,12-Jul-23,95,379.05,347.7,292.5082,85.5,1,55.1918,531,,,0
8259,CARNE PORC LUCRU,12-Jul-23,150.648,2860.82,2624.67,2349.310366,0,0,275.359634,9.954,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,13-Jul-23,76,303.24,278.16,234.08,68.4,1,44.08,531,,,0
8259,CARNE PORC LUCRU,13-Jul-23,60.702,1152.75,1057.6,946.629482,0,0,110.970518,9.954,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,13-Jul-23,58,1275.42,1169.9,1090.400001,539.4,1,79.499999,198,,,0
6937,BANANE CALITATEA I.,13-Jul-23,164.356,655.76,601.67,565.548186,328.712,1,36.121814,202.512,,,0
8259,CARNE PORC LUCRU,14-Jul-23,36.648,695.94,638.45,593.544641,0,0,44.905359,9.954,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,14-Jul-23,91,2001.09,1835.51,1697.999997,846.3,1,137.510003,198,,,0
6937,BANANE CALITATEA I.,14-Jul-23,102.338,408.31,374.57,347.477207,204.676,1,27.092793,202.512,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,14-Jul-23,119,474.81,435.54,366.52,107.1,1,69.02,531,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,15-Jul-23,90,359.1,329.4,277.2,81,1,52.2,531,,,0
6937,BANANE CALITATEA I.,15-Jul-23,80.588,321.55,295.01,279.277714,161.176,1,15.732286,202.512,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,15-Jul-23,78,1715.22,1573.34,1450.800012,725.4,1,122.539988,198,,,0
8259,CARNE PORC LUCRU,15-Jul-23,47.108,894.61,820.72,780.579564,0,0,40.140436,9.954,,,0
8259,CARNE PORC LUCRU,16-Jul-23,17.508,332.47,305.01,290.10756,0,0,14.90244,9.954,,,0
6937,BANANE CALITATEA I.,16-Jul-23,58.028,231.51,212.44,201.096036,116.056,1,11.343964,202.512,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,16-Jul-23,62,1363.38,1250.57,1153.199991,576.6,1,97.370009,198,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,16-Jul-23,106,422.94,387.97,326.479993,95.4,1,61.490007,531,,,0
8259,CARNE PORC LUCRU,17-Jul-23,39.942,758.5,695.88,661.838938,0,0,34.041062,9.954,,,0
6937,BANANE CALITATEA I.,17-Jul-23,190.888,761.6,698.67,661.52236,381.776,1,37.14764,202.512,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,17-Jul-23,96,2111.04,1936.39,1785.600009,892.8,1,150.789991,198,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,17-Jul-23,75,299.25,274.5,231,67.5,1,43.5,531,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,18-Jul-23,67,1473.33,1351.41,1246.2,623.1,1,105.21,198,,,0
6937,BANANE CALITATEA I.,18-Jul-23,252.19,1006.2,923.11,853.240593,504.38,1,69.869407,202.512,,,0
8259,CARNE PORC LUCRU,18-Jul-23,33.922,644.19,591.02,562.08754,0,0,28.93246,9.954,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,18-Jul-23,75,299.25,274.5,231,67.5,1,43.5,531,,,0
6937,BANANE CALITATEA I.,19-Jul-23,209.904,837.52,768.34,678.525431,419.808,1,89.814569,202.512,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,19-Jul-23,101,402.99,369.66,311.08,90.9,1,58.58,531,,,0
8259,CARNE PORC LUCRU,19-Jul-23,35.264,669.65,614.36,584.324477,0,0,30.035523,9.954,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,19-Jul-23,64,1407.36,1290.88,1190.4,595.2,1,100.48,198,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,20-Jul-23,78,1715.22,1573.28,1450.799993,725.4,1,122.480007,198,,,0
6937,BANANE CALITATEA I.,20-Jul-23,222.968,889.57,816.15,718.447487,445.936,1,97.702513,202.512,,,0
8259,CARNE PORC LUCRU,20-Jul-23,44.736,849.55,779.39,740.916367,0,0,38.473633,9.954,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,20-Jul-23,99,395.01,362.34,304.92,89.1,1,57.42,531,,,0
8259,CARNE PORC LUCRU,21-Jul-23,68.508,1300.93,1193.48,1130.896511,0,0,62.583489,9.954,,,0
6937,BANANE CALITATEA I.,21-Jul-23,173.644,692.85,635.59,554.291609,347.288,1,81.298391,202.512,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,21-Jul-23,163,650.37,596.61,502.040011,146.7,1,94.569989,531,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,21-Jul-23,66,1451.34,1331.24,1227.599999,613.8,1,103.640001,198,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,22-Jul-23,45,989.55,907.68,836.999996,418.5,1,70.680004,198,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,22-Jul-23,80,319.2,292.8,246.4,72,1,46.4,531,,,0
6937,BANANE CALITATEA I.,22-Jul-23,118.824,474.14,434.95,491.510856,237.648,1,-56.560856,202.512,,,0
8259,CARNE PORC LUCRU,22-Jul-23,73.306,1392.13,1277.19,1214.680419,0,0,62.509581,9.954,,,0
6937,BANANE CALITATEA I.,23-Jul-23,105.298,420.2,385.54,514.90722,210.596,1,-129.36722,202.512,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,23-Jul-23,59,1297.41,1190.04,1097.400006,548.7,1,92.639994,198,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,23-Jul-23,108,430.92,395.28,332.64,97.2,1,62.64,531,,,0
8259,CARNE PORC LUCRU,23-Jul-23,31.886,605.52,555.54,528.351021,0,0,27.188979,9.954,,,0
8259,CARNE PORC LUCRU,24-Jul-23,29.404,570.15,523.08,487.224282,0,0,35.855718,9.954,,,0
6937,BANANE CALITATEA I.,24-Jul-23,92.398,426.04,390.88,451.826218,0,0,-60.946218,202.512,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,24-Jul-23,43,945.57,867.33,799.8,399.9,1,67.53,198,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,24-Jul-23,99,395.01,362.34,304.92,89.1,1,57.42,531,,,0
8259,CARNE PORC LUCRU,25-Jul-23,32.604,651.74,597.93,540.248277,0,0,57.681723,9.954,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,25-Jul-23,44,967.56,887.52,818.4,409.2,1,69.12,198,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,25-Jul-23,107,426.93,391.62,329.56,96.3,1,62.06,531,,,0
6937,BANANE CALITATEA I.,25-Jul-23,63.594,380.91,349.47,206.250161,0,0,143.219839,202.512,,,0
8259,CARNE PORC LUCRU,26-Jul-23,17.866,357.13,327.64,296.039621,0,0,31.600379,9.954,,,0
6937,BANANE CALITATEA I.,26-Jul-23,86.064,515.51,472.94,283.104922,0,0,189.835078,202.512,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,26-Jul-23,92,367.08,336.72,283.36,82.8,1,53.36,531,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,26-Jul-23,48,1055.52,968.19,892.799999,446.4,1,75.390001,198,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,27-Jul-23,30,659.7,605.11,558.000002,279,1,47.109998,198,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,27-Jul-23,116,462.84,424.56,357.28,104.4,1,67.28,531,,,0
8259,CARNE PORC LUCRU,27-Jul-23,27.944,558.62,512.49,453.011567,0,0,59.478433,9.954,,,0
6937,BANANE CALITATEA I.,27-Jul-23,106.622,638.64,585.91,348.486479,0,0,237.423521,202.512,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,28-Jul-23,128,510.72,468.49,394.239994,115.2,1,74.250006,531,,,0
6937,BANANE CALITATEA I.,28-Jul-23,98.492,589.96,541.27,308.78227,0,0,232.48773,202.512,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,28-Jul-23,36,791.64,726.13,669.600001,334.8,1,56.529999,198,,,0
8259,CARNE PORC LUCRU,28-Jul-23,10.302,205.93,188.92,160.318695,0,0,28.601305,9.954,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,29-Jul-23,128,510.72,468.49,394.240009,115.2,1,74.249991,531,,,0
6937,BANANE CALITATEA I.,29-Jul-23,54.718,327.75,300.7,171.546402,0,0,129.153598,202.512,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,29-Jul-23,19,417.81,383.23,353.4,176.7,1,29.83,198,,,0
8259,CARNE PORC LUCRU,29-Jul-23,30.254,604.77,554.85,470.80972,0,0,84.04028,9.954,,,0
6937,BANANE CALITATEA I.,30-Jul-23,87.268,522.72,479.57,273.593903,0,0,205.976097,202.512,,,0
8259,CARNE PORC LUCRU,30-Jul-23,6.008,120.1,110.18,93.495895,0,0,16.684105,9.954,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,30-Jul-23,138,550.62,505.08,425.04,124.2,1,80.04,531,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,30-Jul-23,30,659.7,605.1,558,279,1,47.1,198,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,31-Jul-23,3,93.87,86.13,55.8,0,0,30.33,198,,,0
8259,CARNE PORC LUCRU,31-Jul-23,12.668,253.23,232.3,197.138149,0,0,35.161851,9.954,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,31-Jul-23,85,359.65,329.68,261.800002,0,0,67.879998,531,,,0
6937,BANANE CALITATEA I.,31-Jul-23,101.21,606.21,556.15,328.954777,0,0,227.195223,202.512,,,0
6937,BANANE CALITATEA I.,01-Aug-23,96.914,580.49,532.52,303.835079,0,0,228.684921,202.512,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,01-Aug-23,131,509.59,467.67,403.48,0,0,64.19,531,,,0
8259,CARNE PORC LUCRU,01-Aug-23,13.568,238.96,219.23,211.143861,32.262,1,8.086139,9.954,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,01-Aug-23,3,93.87,86.13,55.8,0,0,30.33,198,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,02-Aug-23,90,350.1,321.3,277.2,0,0,44.1,531,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,02-Aug-23,10,312.9,287.1,186,0,0,101.1,198,,,0
6937,BANANE CALITATEA I.,02-Aug-23,114.852,687.93,631.13,360.072508,0,0,271.057492,202.512,,,0
8259,CARNE PORC LUCRU,02-Aug-23,57.49,976.72,896.06,894.653627,172.47,1,1.406373,9.954,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,03-Aug-23,105,408.45,374.85,323.4,0,0,51.45,531,,,0
6937,BANANE CALITATEA I.,03-Aug-23,110.216,660.11,605.63,352.414555,0,0,253.215445,202.512,,,0
8259,CARNE PORC LUCRU,03-Aug-23,125.832,2137.91,1961.39,2027.957405,377.496,1,-66.567405,9.954,,,0
21895,JACOBS KRONUNG CAFEA MACINATA 500 GR,04-Aug-23,1,31.29,28.71,18.6,0,0,10.11,198,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,04-Aug-23,108,420.12,385.54,341.089997,0,0,44.450003,531,,,0
6937,BANANE CALITATEA I.,04-Aug-23,63.76,413.83,379.67,205.447471,0,0,174.222529,202.512,,,0
8259,CARNE PORC LUCRU,04-Aug-23,102.046,1722.58,1580.36,1640.216853,317.298,1,-59.856853,9.954,,,0
6937,BANANE CALITATEA I.,05-Aug-23,44.434,288.37,264.55,143.175235,0,0,121.374765,202.512,,,0
8687,VEL PITAR PAINE ALBA FELIATA 500 GR,05-Aug-23,112,435.68,399.83,359.51999,0,0,40.31001,531,,,0
8259,CARNE PORC LUCRU,05-Aug-23,79.426,1349.45,1238.03,1233.072766,238.278,1,4.957234,9.954,,,0
